sample,relpath,obfuscation_transformation,mutant_id,size_orig,size_obf,call_ind_orig,call_ind_obf,max_nesting_orig,max_nesting_obf,obf_time,valid_orig,valid_obf,run_time_orig,run_orig,run_time_obf,run_obf,disassembly_ok_orig,disassembly_ok_obf,wat_similarity,cfg_similarity,func_symbols_orig,func_symbols_obf,type_symbols_orig,type_symbols_obf,spec_valid_orig,spec_valid_obf,semantic_equivalence_bool,spec_violation_count,undefined_behavior_risk,spec_errors_orig,spec_errors_obf
5.wasm,5.wasm,global_insertion,mut4,77572,78512,6,6,10,10,6504.21,yes,yes,99.44,ok,338.23,err,yes,yes,99.58,100.0,7,7,79,79,yes,no,no,1,yes,,file_not_found
5.wasm,5.wasm,data_encryption,mut8,77572,85395,6,6,10,263,7066.97,yes,yes,99.44,ok,353.31,err,yes,yes,96.14,100.0,7,7,79,81,yes,no,no,1,yes,,file_not_found
5.wasm,5.wasm,import_insertion,mut1,77572,80220,6,6,10,10,6666.26,yes,yes,99.44,ok,373.9,err,yes,yes,99.48,100.0,7,7,79,179,yes,no,no,1,yes,,file_not_found
5.wasm,5.wasm,add_sub_transformation,mut13,77572,77623,6,6,10,10,6478.93,yes,yes,99.44,ok,340.74,err,yes,yes,99.66,100.0,7,7,79,79,yes,no,no,1,yes,,file_not_found
5.wasm,5.wasm,direct_to_indirect,mut12,77572,78320,6,234,10,10,6825.85,yes,yes,99.44,ok,319.76,err,yes,yes,98.95,100.0,7,7,79,307,yes,no,no,1,yes,,file_not_found
13.wasm,13.wasm,function_sig_insertion,mut0,70111,71391,3,3,6,6,6643.84,yes,yes,87.08,ok,363.07,err,yes,yes,99.35,100.0,8,8,42,42,yes,no,no,1,yes,,file_not_found
7.wasm,7.wasm,mba_transformation,mut17,77572,143901,6,6,10,10,8453.98,yes,yes,105.7,ok,435.97,err,yes,yes,65.24,100.0,7,7,79,79,yes,no,no,1,yes,,file_not_found
3.wasm,3.wasm,constant_value_transformation,mut19,79883,104645,6,6,8,8,6770.32,yes,yes,103.68,ok,356.99,err,yes,yes,85.23,100.0,8,8,78,78,yes,no,no,1,yes,,file_not_found
5.wasm,5.wasm,offset_expansion,mut16,77572,83704,6,6,10,10,7152.87,yes,yes,99.44,ok,324.43,err,yes,yes,91.65,100.0,7,7,79,79,yes,no,no,1,yes,,file_not_found
5.wasm,5.wasm,eqz_transformation,mut15,77572,77808,6,6,10,10,7041.79,yes,yes,99.44,ok,385.07,err,yes,yes,99.75,100.0,7,7,79,79,yes,no,no,1,yes,,file_not_found
5.wasm,5.wasm,function_insertion,mut2,77572,122741,6,6,10,10,5828.16,yes,yes,99.44,ok,402.89,err,yes,yes,55.68,100.0,7,7,79,179,yes,no,no,1,yes,,file_not_found
7.wasm,7.wasm,constant_value_splitting,mut18,77572,97586,6,6,10,10,6850.39,yes,yes,105.7,ok,341.3,err,yes,yes,65.64,100.0,7,7,79,79,yes,no,no,1,yes,,file_not_found
5.wasm,5.wasm,shift_transformation,mut14,77572,83674,6,6,10,10,6770.22,yes,yes,99.44,ok,374.77,err,yes,yes,57.02,100.0,7,7,79,79,yes,no,no,1,yes,,file_not_found
13.wasm,13.wasm,element_insertion,mut5,70111,70954,3,3,6,6,6517.08,yes,yes,87.08,ok,355.28,err,yes,yes,99.6,100.0,8,8,42,42,yes,no,no,1,yes,,file_not_found
13.wasm,13.wasm,export_insertion,mut6,70111,72479,3,3,6,6,6450.06,yes,yes,87.08,ok,314.32,err,yes,yes,99.62,100.0,8,108,42,42,yes,no,no,1,yes,,file_not_found
5.wasm,5.wasm,function_body_cloning,mut3,77572,143450,6,12,10,10,7109.75,yes,yes,99.44,ok,387.47,err,yes,yes,49.22,100.0,7,7,79,144,yes,no,no,1,yes,,file_not_found
