sample,relpath,obfuscation_transformation,mutant_id,size_orig,size_obf,call_ind_orig,call_ind_obf,max_nesting_orig,max_nesting_obf,obf_time,valid_orig,valid_obf,run_time_orig,run_orig,run_time_obf,run_obf,disassembly_ok_orig,disassembly_ok_obf,wat_similarity,cfg_similarity,func_symbols_orig,func_symbols_obf,type_symbols_orig,type_symbols_obf,spec_valid_orig,spec_valid_obf,semantic_equivalence_bool,spec_violation_count,undefined_behavior_risk,spec_errors_orig,spec_errors_obf
7o2u.wasm,7o2u.wasm,shift_transformation,mut14,4933,4933,0,0,4,4,3197.02,yes,yes,41.91,ok,50.95,err,yes,yes,100.0,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
7o2u.wasm,7o2u.wasm,mba_transformation,mut17,4933,4996,0,0,4,4,2881.07,yes,yes,41.91,ok,168.76,err,yes,yes,99.72,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
7o2u.wasm,7o2u.wasm,direct_to_indirect,mut12,4933,5092,0,47,4,4,2573.23,yes,yes,41.91,ok,72.57,err,yes,yes,97.8,100.0,1,1,7,54,yes,no,no,1,yes,,file_not_found
2o2u.wasm,2o2u.wasm,import_insertion,mut1,4757,4757,0,0,4,4,3210.45,yes,yes,19.86,ok,31.62,err,yes,yes,100.0,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
3o3u.wasm,3o3u.wasm,function_body_cloning,mut3,4828,9597,0,0,4,4,2859.94,yes,yes,16.58,ok,171.42,err,yes,yes,63.45,100.0,1,1,7,14,yes,no,no,1,yes,,file_not_found
4o3u.wasm,4o3u.wasm,constant_value_splitting,mut18,4863,6814,0,0,4,4,3698.47,yes,yes,20.11,ok,81.93,err,yes,yes,72.2,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
2o2u.wasm,2o2u.wasm,global_insertion,mut4,4757,4757,0,0,4,4,3140.01,yes,yes,19.86,ok,22.26,err,yes,yes,100.0,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
2o2u.wasm,2o2u.wasm,function_sig_insertion,mut0,4757,5945,0,0,4,4,2694.05,yes,yes,19.86,ok,191.04,err,yes,yes,94.63,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
2o2u.wasm,2o2u.wasm,element_insertion,mut5,4757,5403,0,0,4,4,2742.95,yes,yes,19.86,ok,50.73,err,yes,yes,97.16,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
2o2u.wasm,2o2u.wasm,data_insertion,mut7,4757,4757,0,0,4,4,3056.64,yes,yes,19.86,ok,53.22,err,yes,yes,100.0,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
2o2u.wasm,2o2u.wasm,eqz_transformation,mut15,4757,4757,0,0,4,4,2893.42,yes,yes,19.86,ok,22.57,err,yes,yes,100.0,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
2o2u.wasm,2o2u.wasm,export_insertion,mut6,4757,7877,0,0,4,4,2998.29,yes,yes,19.86,ok,84.97,err,yes,yes,96.21,100.0,1,101,7,7,yes,no,no,1,yes,,file_not_found
2o2u.wasm,2o2u.wasm,data_encryption,mut8,4757,5060,0,0,4,4,2995.53,yes,yes,19.86,ok,50.46,err,yes,yes,97.71,100.0,1,1,7,9,yes,no,no,1,yes,,file_not_found
4o3u.wasm,4o3u.wasm,constant_value_transformation,mut19,4863,7484,0,0,4,4,4024.44,yes,yes,20.11,ok,46.91,err,yes,yes,79.15,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
2o2u.wasm,2o2u.wasm,shift_transformation,mut14,4757,4757,0,0,4,4,2626.73,yes,yes,19.86,ok,29.38,err,yes,yes,100.0,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
2o2u.wasm,2o2u.wasm,mba_transformation,mut17,4757,4820,0,0,4,4,2840.73,yes,yes,19.86,ok,58.13,err,yes,yes,99.71,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
3o3u.wasm,3o3u.wasm,add_sub_transformation,mut13,4828,4828,0,0,4,4,3447.5,yes,yes,16.58,ok,99.36,err,yes,yes,99.38,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
3o3u.wasm,3o3u.wasm,offset_expansion,mut16,4828,5761,0,0,4,4,2734.0,yes,yes,16.58,ok,22.36,err,yes,yes,87.92,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
3o1u.wasm,3o1u.wasm,constant_value_splitting,mut18,4757,6692,0,0,4,4,3548.09,yes,yes,32.86,ok,57.26,err,yes,yes,71.96,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
4o3u.wasm,4o3u.wasm,function_insertion,mut2,4863,38659,0,0,4,4,3247.41,yes,yes,20.11,ok,113.25,err,yes,yes,23.54,100.0,1,1,7,107,yes,no,no,1,yes,,file_not_found
6o3u.wasm,6o3u.wasm,import_insertion,mut1,4933,4933,0,0,4,4,2706.04,yes,yes,19.15,ok,29.35,err,yes,yes,100.0,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
2o2u.wasm,2o2u.wasm,direct_to_indirect,mut12,4757,4857,0,27,4,4,2734.5,yes,yes,19.86,ok,128.88,err,yes,yes,98.73,100.0,1,1,7,34,yes,no,no,1,yes,,file_not_found
6o3u.wasm,6o3u.wasm,function_sig_insertion,mut0,4933,6149,0,0,4,4,2584.71,yes,yes,19.15,ok,169.71,err,yes,yes,94.63,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
6o3u.wasm,6o3u.wasm,global_insertion,mut4,4933,4933,0,0,4,4,2734.17,yes,yes,19.15,ok,32.93,err,yes,yes,100.0,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
7o2u.wasm,7o2u.wasm,function_body_cloning,mut3,4933,9804,0,0,4,4,3497.25,yes,yes,41.91,ok,106.95,err,yes,yes,62.17,100.0,1,1,7,14,yes,no,no,1,yes,,file_not_found
6o3u.wasm,6o3u.wasm,export_insertion,mut6,4933,8320,0,0,4,4,2822.66,yes,yes,19.15,ok,121.92,err,yes,yes,96.12,100.0,1,101,7,7,yes,no,no,1,yes,,file_not_found
6o3u.wasm,6o3u.wasm,data_insertion,mut7,4933,4933,0,0,4,4,2852.34,yes,yes,19.15,ok,29.84,err,yes,yes,100.0,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
3o1u.wasm,3o1u.wasm,constant_value_transformation,mut19,4757,7355,0,0,4,4,3325.07,yes,yes,32.86,ok,73.65,err,yes,yes,79.04,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
6o3u.wasm,6o3u.wasm,element_insertion,mut5,4933,5579,0,0,4,4,3313.86,yes,yes,19.15,ok,219.07,err,yes,yes,97.22,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
6o3u.wasm,6o3u.wasm,data_encryption,mut8,4933,5236,0,0,4,4,3058.97,yes,yes,19.15,ok,54.6,err,yes,yes,97.76,100.0,1,1,7,9,yes,no,no,1,yes,,file_not_found
3o3u.wasm,3o3u.wasm,constant_value_splitting,mut18,4828,6772,0,0,4,4,3110.64,yes,yes,16.58,ok,203.25,err,yes,yes,72.09,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
7o2u.wasm,7o2u.wasm,add_sub_transformation,mut13,4933,4933,0,0,4,4,3049.33,yes,yes,41.91,ok,50.97,err,yes,yes,99.39,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
