sample,relpath,obfuscation_transformation,pipeline_depth,mutant_id,size_orig,size_obf,call_ind_orig,call_ind_obf,max_nesting_orig,max_nesting_obf,obf_time,valid_orig,valid_obf,run_time_orig,run_orig,run_time_obf,run_obf,disassembly_ok_orig,disassembly_ok_obf,wat_similarity,cfg_similarity,spec_valid_orig,spec_valid_obf,semantic_equivalence_bool,spec_violation_count,undefined_behavior_risk,spec_errors_orig,spec_errors_obf
3o2u.wasm,3o2u.wasm,element_insertion,1,pipe5,4793,5439,0,0,4,4,2840.89,yes,yes,10.47,ok,27.22,ok,yes,yes,97.17,100.0,yes,no,no,1,yes,,file_not_found
9o2u.wasm,9o2u.wasm,constant_value_transformation,1,pipe19,5003,7656,0,0,4,4,2953.71,yes,yes,20.36,ok,40.54,ok,yes,yes,79.31,100.0,yes,no,no,1,yes,,file_not_found
3o2u.wasm,3o2u.wasm,export_insertion,1,pipe6,4793,7765,0,0,4,4,2983.15,yes,yes,10.47,ok,29.34,ok,yes,yes,96.34,100.0,yes,no,no,1,yes,,file_not_found
6o2u.wasm,6o2u.wasm,add_sub_transformation,1,pipe13,4898,4898,0,0,4,4,2861.26,yes,yes,11.14,ok,75.27,ok,yes,yes,99.39,100.0,yes,no,no,1,yes,,file_not_found
6o2u.wasm,6o2u.wasm,offset_expansion,1,pipe16,4898,5831,0,0,4,4,2697.1,yes,yes,11.14,ok,19.06,ok,yes,yes,88.01,100.0,yes,no,no,1,yes,,file_not_found
3o2u.wasm,3o2u.wasm,shift_transformation,1,pipe14,4793,4793,0,0,4,4,2590.65,yes,yes,10.47,ok,17.3,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
3o2u.wasm,3o2u.wasm,eqz_transformation,1,pipe15,4793,4793,0,0,4,4,2730.04,yes,yes,10.47,ok,38.73,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
3o2u.wasm,3o2u.wasm,direct_to_indirect,1,pipe12,4793,4904,0,31,4,4,2468.21,yes,yes,10.47,ok,48.47,ok,yes,yes,98.43,100.0,yes,no,no,1,yes,,file_not_found
3o2u.wasm,3o2u.wasm,mba_transformation,1,pipe17,4793,4856,0,0,4,4,2621.72,yes,yes,10.47,ok,68.0,ok,yes,yes,99.71,100.0,yes,no,no,1,yes,,file_not_found
6o2u.wasm,6o2u.wasm,constant_value_splitting,1,pipe18,4898,6853,0,0,4,4,2639.98,yes,yes,11.14,ok,33.58,ok,yes,yes,72.28,100.0,yes,no,no,1,yes,,file_not_found
3o2u.wasm,3o2u.wasm,function_body_cloning,1,pipe3,4793,9528,0,0,4,4,2597.52,yes,yes,10.47,ok,41.15,ok,yes,yes,64.47,100.0,yes,no,no,1,yes,,file_not_found
6o2u.wasm,6o2u.wasm,constant_value_transformation,1,pipe19,4898,7527,0,0,4,4,2427.46,yes,yes,11.14,ok,12.72,ok,yes,yes,79.19,100.0,yes,no,no,1,yes,,file_not_found
7o1u.wasm,7o1u.wasm,import_insertion,1,pipe1,4898,4898,0,0,4,4,2314.48,yes,yes,10.91,ok,38.28,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
3o2u.wasm,3o2u.wasm,add_sub_transformation,1,pipe13,4793,4793,0,0,4,4,2892.09,yes,yes,10.47,ok,23.0,ok,yes,yes,99.38,100.0,yes,no,no,1,yes,,file_not_found
9o2u.wasm,9o2u.wasm,nop_insertion,1,pipe9,5003,7495,0,0,4,4,2910.15,yes,yes,20.36,ok,37.53,ok,yes,yes,74.65,100.0,yes,no,no,1,yes,,file_not_found
7o1u.wasm,7o1u.wasm,function_sig_insertion,1,pipe0,4898,6032,0,0,4,4,2528.22,yes,yes,10.91,ok,100.7,ok,yes,yes,94.86,100.0,yes,no,no,1,yes,,file_not_found
7o1u.wasm,7o1u.wasm,global_insertion,1,pipe4,4898,4898,0,0,4,4,2786.02,yes,yes,10.91,ok,46.39,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
7o1u.wasm,7o1u.wasm,element_insertion,1,pipe5,4898,5544,0,0,4,4,2658.28,yes,yes,10.91,ok,36.25,ok,yes,yes,97.2,100.0,yes,no,no,1,yes,,file_not_found
3o2u.wasm,3o2u.wasm,offset_expansion,1,pipe16,4793,5726,0,0,4,4,2479.84,yes,yes,10.47,ok,13.11,ok,yes,yes,87.88,100.0,yes,no,no,1,yes,,file_not_found
7o1u.wasm,7o1u.wasm,data_insertion,1,pipe7,4898,4898,0,0,4,4,2274.24,yes,yes,10.91,ok,20.16,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
7o1u.wasm,7o1u.wasm,data_encryption,1,pipe8,4898,5201,0,0,4,4,2460.61,yes,yes,10.91,ok,85.65,ok,yes,yes,97.75,100.0,yes,no,no,1,yes,,file_not_found
7o1u.wasm,7o1u.wasm,export_insertion,1,pipe6,4898,7723,0,0,4,4,3201.76,yes,yes,10.91,ok,90.71,ok,yes,yes,96.48,100.0,yes,no,no,1,yes,,file_not_found
7o1u.wasm,7o1u.wasm,eqz_transformation,1,pipe15,4898,4898,0,0,4,4,2409.72,yes,yes,10.91,ok,15.55,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
7o1u.wasm,7o1u.wasm,shift_transformation,1,pipe14,4898,4898,0,0,4,4,2794.84,yes,yes,10.91,ok,14.94,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
7o1u.wasm,7o1u.wasm,mba_transformation,1,pipe17,4898,4961,0,0,4,4,2236.33,yes,yes,10.91,ok,15.81,ok,yes,yes,99.72,100.0,yes,no,no,1,yes,,file_not_found
3o2u.wasm,3o2u.wasm,constant_value_splitting,1,pipe18,4793,6734,0,0,4,4,3032.21,yes,yes,10.47,ok,63.76,ok,yes,yes,71.83,100.0,yes,no,no,1,yes,,file_not_found
7o1u.wasm,7o1u.wasm,function_body_cloning,1,pipe3,4898,9735,0,0,4,4,2765.65,yes,yes,10.91,ok,65.38,ok,yes,yes,63.91,100.0,yes,no,no,1,yes,,file_not_found
